TITLE,Topic
"""Rogers, Bell remove Russia Today from channel lineup amid Ukraine invasion""",War
"""Chelsea owner Abramovich helping Ukraine negotiate for peace""",War
"""Ukraine federation calls for FIA ban on Russian licence holders""",War
"""FIFA bans Russia from playing World Cup qualifiers under its national flag, anthem over Ukraine invasion""",War
"""Spain asks to disconnect equipment and change passwords to prevent cyberattacks in the midst of the Ukraine war""",War
"""“Racist and Orientalist”: CBS, Al Jazeera Criticized for “Explicit Bias” in Reporting on Ukraine Invasion""",War
"""Picture shows primary school girl shot dead with her parents as Ukraine death toll rises""",War
"""Liz Truss: Kremlin says decision to put nuclear bases on high alert due to comments made by Foreign Secretary | What did she say about Ukraine crisis?""",War
"""Oil prices climb as Ukraine crisis deepens.""",War
"""Google temporarily disables Google Maps live traffic data in Ukraine""",War
"""Next 24 Hours Crucial For Ukraine: President Zelensky""",War
"""Ukraine demands immediate cease-fire as talks with Russia begin""",War
"""‘Uniting for Peace’: What to expect from Asia at the UN General Assembly emergency session on Ukraine""",War
"""More than 500,000 people have fled Ukraine since Russian attack, UN says""",War
"""More than half a million people have fled Ukraine, U.N. says""",War
"""Oleksandr Usyk joins Vitali Klitschko, Wladimir Klitschko and Vasyl Lomachenko by signing up to fight for Ukraine and defend the country from Vladimir Putin’s invasion by Russia""",War
"""Heavyweight champion Oleksandr Usyk pictured holding rifle after joining Ukraine defence forces to fight Russia invasion""",War
"""Key Putin ally admits Russian tactics in Ukraine failed in early days of invasion and calls for more brutal approach""",War
"""Hospitals in Ukraine are at a 'very dangerous point' and could soon run out of oxygen supplies, WHO warns""",War
"""Kremlin defends logic for actions in Ukraine, berates ‘hostile’ EU""",War
"""Zelensky demands 'immediate' EU membership for Ukraine""",War
"""Nigeria condemns reports of racism at Ukraine border""",War
"""India relaxes Covid rules for those returning from Ukraine. Details here""",War
"""Facebook takes down disinformation network targeting Ukraine""",War
"""Roman Abramovich: Chelsea owner trying to find 'peaceful resolution' to Ukraine invasion, spokesman says - Sky News""",War
"""Long queues form outside Tipperary bakery as owners raise funds for their native Ukraine""",War
"""Ukraine slows Russian advance under shadow of nuclear threat""",War
"""Africans fleeing war complain of racism at Ukraine-Poland border""",War
"""Russia's invasion of Ukraine impacts the country’s economy as central bank raises benchmark policy rate to 20%""",War
"""Russia-Ukraine war is 'a financial war now': Deutsche Bank""",War
"""Cruise lines are removing stops in Russia in response to the invasion of Ukraine""",War
"""MWC 2022: Tech firms flock to Spain trade show in shadow of Ukraine-Russia war""",War
"""Roman Abramovich takes part in Ukraine-Russia peace talks - Chelsea owner 'trying to help'""",War
"""BREAKING: Russia, Ukraine start first peace talks since invasion""",War
"""UK delivers ‘lethal’ aid to Ukraine""",War
"""Chelsea owner Roman Abramovich trying to broker peace deal with Russia and Ukraine""",War
"""More than 500,000 refugees have already fled Ukraine following Russia invasion""",War
"""Abramovich spokesperson: Chelsea chief speaking with Ukraine in attempt to broker peace""",War
"""More than half a million people have fled Ukraine, U.N. says""",War
"""Anonymous sends blunt message to Vladimir Putin over invasion of Ukraine""",War
"""Ukraine raises US$13 million in crypto after crowdfunding appeal - CNA""",War
"""Abramovich 'trying to broker peace' between Russia & Ukraine""",War
"""Live: Ceasefire Talks Begin As Ukraine Continues To Resist Russian Advance""",War
"""Full list: 15 countries sending arms to Ukraine since Russia’s invasion""",War
"""Sources: FPX seek Valorant stand-in for ANGE1 due to Ukraine crisis""",War
"""Ukraine slows Russian advance under shadow of nuclear threat""",War
"""Brian Cox says Russian actors banned from speaking about Ukraine invasion""",War
"""Ukraine crisis has clouded S'pore's economic outlook, inflationary pressures to rise: Gan""",War
"""Ukraine Latest: Russia’s Roskino Banned From Series Mania & Millennium Media Exec Yariv Lerner Reaches Out To Ukrainian Film Professionals""",War
"""Chelsea owner Roman Abramovich attempting to broker peace between Russia and Ukraine""",War
"""Ukraine demands ceasefire in 1st talks with Russia amid ongoing siege""",War
"""Kremlin defends logic for actions in Ukraine, berates &#039;hostile&#039; EU""",War
"""Scottish FA boycott upcoming Russia fixtures as they send support to Ukraine ahead of World Cup play-off""",War
"""Belarus activist hackers help Ukraine, disrupt Russian trains carrying soldiers to war front""",War
"""Chelsea owner Roman Abramovich 'accepts Ukraine offer to negotiate peaceful resolution'""",War
"""Russian forces seize 2 cities in Ukraine with ceasefire talks about to begin – Interfax""",War
"""Lt. Col. Alex Vindman: How Trump's coup attempt encouraged Putin's Ukraine invasion""",War
"""Local artists Brenda Ellis and Michelle Loughery held an art rally for peace and to show support for Ukraine Sunday in Vernon. (Vernon)""",War
"""Russia-Ukraine war puts UFC London main event, three others in jeopardy""",War
"""Petrol, electricity prices will rise as Ukraine crisis pushes up global energy costs: Gan Kim Yong - CNA""",War
"""Ukraine invasion: UK visa rules for Ukrainians fleeing Russian invasion expected to be eased further - Sky News""",War
"""German stakeholder in Nord Stream 1 natural gas pipeline rejects calls to shut it down in response to the Russian invasion of Ukraine""",War
"""Ukraine: Canadian TV giants pull Russia’s RT network""",War
"""Ukraine slows Russian advance under shadow of nuclear threat""",War
"""Abramovich trying to find ‘peaceful resolution’ to Ukraine crisis, allies say""",War
"""Schalke 04 cancels partnership with Gazprom following Russia's invasion of Ukraine""",War
"""Ukraine war to give China chance to escape US hegemony over SWIFT, CHIPS and the dollar?""",War
"""West Ham United's Andriy Yarmolenko 'donates £75,000 to Ukraine's Armed Forces'""",War
"""Watch live as Ukraine and Russia hold peace talks in Belarus""",War
"""Video clip of Indian students in Ukraine appealing for help leaves Sundeep Kishan shaken""",War
"""Tsai Ing-wen promises to defend Taiwan’s democracy amid Ukraine crisis""",War
"""Talks between Ukraine and Russia have started, says Ukraine presidential advisor""",War
"""Ukraine ‘deserves’ emergency EU accession – Zelensky""",War
"""Putin order to put nuclear weapons on high alert is attempt to distract from Ukraine's resistance to his invasion, UK defense minister says""",War
"""Govt relaxes some Covid norms for those arriving from Ukraine""",War
"""Abramovich 'trying to broker peace' between Russia & Ukraine""",War
"""Petrol, electricity prices will rise as Ukraine crisis pushes up global energy costs: Gan Kim Yong """,War
"""Holly and Phillip issue heartfelt message to Ukraine - but fans spot virtual flags blunder - The Mirror""",War
"""Bitcoin price today: Cryptocurrency steady as Ukraine-Russia war rages; analyst eyes $50K""",War
"""Ukraine Wants EU Membership But Accession Usually Takes Years""",War
"""Russian use of cluster munitions in Ukraine ‘may be a war crime’""",War
"""West Bengal CM Mamata Banerjee offers unconditional support to PM Modi on Ukraine""",War
"""Ukraine slows Russian advance under shadow of nuclear threat""",War
"""Ukraine, Russia news: Facebook bans pro-Russian network, Ukraine account hijacks""",War
"""Queen Elizabeth news latest – Covid-hit Her Majesty forced to postpone yet ANOTHER event over Ukraine-Russia crisis""",War
"""Ukraine crisis: Russia’s central bank hikes key interest rate to two-decade high of 20 per cent to shield economy from Western financial sanctions""",War
"""Qatar supports Ukraine’s territorial integrity, urges diplomatic settlement""",War
"""UK banks’ shares fall on FTSE 100 after Russia is hit with sanctions over Ukraine""",War
"""UK banks’ shares fall on FTSE 100 after Russia is hit with sanctions over Ukraine""",War
"""Ukraine raises $13 mln in crypto after crowdfunding appeal""",War
"""Trudeau to chair cabinet committee on Ukraine""",War
"""PM Trudeau to update on Canada's response to Russia's invasion of Ukraine""",War
"""Canada sending anti-tank weapons, ammunition to Ukraine""",War
"""Canada sending anti-tank weapons, ammunition for Ukraine to use against Russia""",War
"""Russia’s invasion: It’s matter of life, death – EU defence ministers to send arms to Ukraine""",War
"""Google disables Maps traffic data in Ukraine to protect citizens""",War
"""Russia-Ukraine talks begin""",War
"""Kremlin defends logic for actions in Ukraine, berates 'hostile' EU""",War
"""Quiet night in Ukraine capital even as Russia tensions flare""",War
"""Sharansky: Israel must take ‘a clear moral stand’ against Putin over Ukraine""",War
"""Kremlin says EU weapons supplies to Ukraine are dangerous""",War
"""Ukraine refugee crisis highlights mistreatment of those fleeing Middle East, Africa""",War
"""Malaysian student in Ukraine safe - ministry""",War
"""Kazakh provider blocks Russian TV stations over Ukraine war""",War
"""Kremlin hopes talks with Ukraine will start imminently, won&#039;t comment on their aim""",War
"""Ukraine invasion: Kremlin says EU is 'acting in a hostile fashion towards us' over arms supplies to Kyiv""",War
"""Quiet night in Ukraine capital even as Russia tensions flare""",War
"""Quiet night in Ukraine capital even as Russia tensions flare""",War
"""Ukraine and Russia: What you need to know""",War
"""Fake social media accounts aimed at Ukraine, says Meta""",War
"""The Budget Speech and the Ukraine - mixed results""",War
"""Prince William's FA announces to boycott all football matches against Russia over Ukraine""",War
"""Bellator champion Yaroslav Amosov joins Klitschko brothers and Vasiliy Lomachenko in vowing to defend Ukraine against Russia""",War
"""Ukraine's girl in the unicorn pyjamas""",War
"""Kremlin hopes talks with Ukraine will start imminently, won’t comment on their aim""",War
"""Russia-Ukraine crisis: GOPers slam Big Tech for banning conservatives but allowing Kremlin to push disinfo""",War
"""Russia-Ukraine war preview of new authoritarian world order""",War
"""Ukraine crisis: European stock markets sink at open""",War
"""Song of defiance: Ukraine’s national anthem heard around the globe""",War
"""Govt worried about impact of Russia-Ukraine conflict on India's exports, says FM Nirmala Sitharaman""",War
"""Airbnb to offer free, short-term housing to refugees fleeing Ukraine""",War
"""Putin has rug pulled from under him as oligarchs break rank over Ukraine 'tragedy'""",War
"""Kazakh provider blocks Russian TV stations over Ukraine war""",War
"""Russia-Ukraine war could hurt global economic recovery - Azmin""",War
"""SAG winners and presenters use platforms to show solidarity with Ukraine""",War
"""How Can The UN Help Ukraine?""",War
"""Ukraine conflict: Putin's nuclear alert a distraction attempt, UK says""",War
"""Russian Climate Delegate Apologizes for Assault on Ukraine""",War
"""Svitolina to donate prize money to help Ukraine’s military, relief efforts""",War
"""Kristina Rihanoff tries to clarify Putin comment insisting Russia’s invasion of Ukraine is ‘breaking her heart’""",War
"""Singapore strongly condemns Russia's invasion of Ukraine: PM Lee""",War
"""How to help the people of Ukraine: 3 ideas for giving""",War
"""We can't abandon our own people, says Rahul Gandhi on Indian students stranded in Ukraine""",War
"""Volodymyr Zelensky: Ukraine’s president was the voice of Paddington""",War
"""‘Betters ways’ for Britons to help Ukraine than travelling to fight – Wallace""",War
"""Scott Morrison’s stern warning to Australians thinking of going to Ukraine""",War
"""Scott Morrison’s stern warning to Australians thinking of going to Ukraine""",War
"""Malaysian student in Ukraine safe, says Higher Education Ministry""",War
"""Unleaded petrol tops 150p a litre as Ukraine invasion drives up oil price""",War
